planner,object,initial_pose_seed,mean_visibility_ratio,mean_pose_error_deg,mean_translation_error_mm,mean_action_execution_error_deg
ray_gpis_hit_only,green_Pepper,1,0.6014599417946492,8.997359561853628,5.571828092659359,19.325240932721428
ray_gpis_hit_only,green_Pepper,2,0.6264236793154633,9.485838488731664,7.82690399565958,46.12058849354124
ray_gpis_hit_only,green_Pepper,3,0.5997133212503786,5.7785115281861765,2.292670493257181,31.800881695549958
ray_gpis_hit_only,green_Pepper,4,0.6087251129220046,5.997637194482113,2.6134506596917215,23.947236063993095
ray_gpis_hit_only,green_Pepper,5,0.5875747959327736,5.926391661547862,3.915821271013295,34.985305550182474
ray_gpis_hit_only,green_Pepper,6,0.5465953162775565,11.523804934834805,4.076765344185716,29.04279653622866
ray_gpis_hit_only,green_Pepper,7,0.5747044126613968,5.081452528396725,2.6017043383516683,36.61003006181222
ray_gpis_hit_only,green_Pepper,8,0.5839428324581201,13.26468871704933,5.532091344863002,40.25663743740855
ray_gpis_hit_only,green_Pepper,9,0.5436877740859462,5.798416243329368,2.689362217968984,22.838724810818015
ray_gpis_hit_only,green_Pepper,10,0.5708304697859751,4.511121503861468,1.9482236014629817,41.384162265281155
ray_gpis_hit_only,green_Pepper,11,0.5775388174715984,4.734746861834654,2.1152366453328115,35.30291094803648
ray_gpis_hit_only,green_Pepper,12,0.5704452702581502,6.282803451098661,2.519872346054848,60.31229695287217
ray_gpis_hit_only,green_Pepper,13,0.5536921847497812,3.4906384431507322,1.8103622687081695,55.74060319392262
ray_gpis_hit_only,green_Pepper,14,0.5746832949226308,4.00065840996657,3.2563899501016897,26.538566616138915
ray_gpis_novelty_only,Bowl,0,0.6419921219004325,4.514808539685549,2.559993696407489,31.60351969665294
ray_gpis_novelty_only,Bowl,1,0.6314088199204324,5.135046017947438,2.7590772669736277,36.20435069504332
ray_gpis_novelty_only,Bowl,2,0.5880776353465911,6.1552432593532584,4.5878191537442,31.477723329409752
ray_gpis_novelty_only,Bowl,3,0.5587180980582594,4.89853147034746,1.7511198642388848,21.710370980761645
ray_gpis_novelty_only,Bowl,4,0.5420679380434489,8.39646697192151,4.954693122963318,25.636659195296925
ray_gpis_novelty_only,Bowl,5,0.5762898890040414,9.426973690382933,4.914666703968864,34.36831619994848
ray_gpis_novelty_only,Bowl,6,0.5189411563821326,9.778595443018023,4.3696447582483025,25.237035476857045
ray_gpis_novelty_only,Bowl,7,0.5637723295520716,5.54583447821052,3.806479654989768,18.459035238778277
ray_gpis_novelty_only,Bowl,8,0.5422908715073863,4.550241476514306,2.0189035704824088,17.443405877523254
ray_gpis_novelty_only,Bowl,9,0.5649544966194769,8.514910006171188,4.610279019612359,18.49135268483888
ray_gpis_novelty_only,Bowl,10,0.4806845823286756,4.746529442667021,3.0588225369739894,22.564080715574857
ray_gpis_novelty_only,Bowl,11,0.5562358919822797,7.283610568519072,4.176160748951898,34.861189338191664
ray_gpis_novelty_only,Bowl,12,0.5094118686119836,4.143454627097173,2.9991448065630495,24.951031984584834
ray_gpis_novelty_only,Bowl,13,0.5147727862080869,4.4526564996174836,2.941189434771032,39.720247009336624
ray_gpis_novelty_only,Bowl,14,0.54701472325712,4.077477827295575,3.0562575747695377,24.006967031582924
ray_gpis_novelty_only,Corner,0,0.500277205089984,5.289718173181063,2.78617317837224,30.81647076553231
ray_gpis_novelty_only,Corner,1,0.5949000114628639,5.725096595874878,2.226990525739131,52.51311365059039
ray_gpis_novelty_only,Corner,2,0.5713943439779244,5.0861951760630015,3.2884730618349285,37.23262465666287
ray_gpis_novelty_only,Corner,3,0.6227767489646504,7.5341281161975076,6.696834523586318,16.451229994322553
ray_gpis_novelty_only,Corner,4,0.5661348300070161,5.750369634150448,2.553634600814888,27.778057378263405
ray_gpis_novelty_only,Corner,5,0.5502922359895557,6.686958639677695,3.3056992454360614,41.19172317184242
ray_gpis_novelty_only,Corner,6,0.5677493443526718,5.146558328527809,3.2790506950010507,29.273539890740903
ray_gpis_novelty_only,Corner,7,0.6429316284345687,4.8068895587350875,2.0833625124214286,13.286794328913492
ray_gpis_novelty_only,Corner,8,0.5322838821258856,4.275680330718889,2.61917378699825,36.32597576009118
ray_gpis_novelty_only,Corner,9,0.5507976940079009,3.299920498980024,2.8456462506619897,30.99907960460274
ray_gpis_novelty_only,Corner,10,0.5504168692745425,8.489782572813589,4.11414044680162,41.98605699257078
ray_gpis_novelty_only,Corner,11,0.5912604545843819,5.449220026649553,2.347958152352053,25.046649165215854
ray_gpis_novelty_only,Corner,12,0.5002689606019469,9.346471514980223,5.091617738793828,36.54539113724094
ray_gpis_novelty_only,Corner,13,0.5290671545368236,9.287292367806833,3.4818474402963466,38.340790790597836
