planner,object,initial_pose_seed,final_pose_coverage,pose_coverage_auc,mean_incremental_pose_novelty_deg,mean_pairwise_view_distance_deg
pose_novelty,Cylinder,16,0.40625,0.23984375,66.86799756329073,103.72135017207128
pose_novelty,Cylinder,17,0.38671875,0.232421875,75.5043734567304,97.74780287476823
pose_novelty,Cylinder,18,0.36328125,0.233203125,71.61378206229877,97.78503147731145
pose_novelty,Cylinder,19,0.37890625,0.2203125,73.90573105279694,102.85503792772762
pose_novelty,Cylinder,20,0.38671875,0.230859375,79.81666276025479,96.23410887891944
pose_novelty,Cylinder,21,0.36328125,0.217578125,73.63583558898337,89.93622313005338
pose_novelty,Cylinder,22,0.3515625,0.21796875,65.36250553308193,94.29726750297833
pose_novelty,L_Shaped,15,0.375,0.221484375,71.94559441908441,95.59196975795476
pose_novelty,L_Shaped,16,0.390625,0.23359375,76.89050814120557,100.0810259150866
pose_novelty,L_Shaped,17,0.37109375,0.225390625,77.02011114824295,94.40263356034265
pose_novelty,L_Shaped,18,0.35546875,0.218359375,70.97287828988522,99.32074013736501
pose_novelty,L_Shaped,19,0.37109375,0.21796875,76.51928917207127,95.33231804703425
pose_novelty,L_Shaped,20,0.38671875,0.230078125,70.79387823736764,100.25176985396094
pose_novelty,L_Shaped,21,0.38671875,0.227734375,81.59570955496261,97.07702364917286
pose_novelty,L_Shaped,22,0.375,0.2171875,80.98080939464566,99.43521287521365
pose_novelty,Thin_Irregular,15,0.3984375,0.233984375,78.00044544832278,99.22497231807502
pose_novelty,Thin_Irregular,16,0.38671875,0.230078125,71.80380991259145,99.22162378722805
pose_novelty,Thin_Irregular,17,0.41015625,0.233984375,77.8861858856633,103.82521539209908
pose_novelty,Thin_Irregular,18,0.40625,0.23515625,75.48172160751415,102.13233798220332
pose_novelty,Thin_Irregular,19,0.375,0.219140625,75.38470334086756,101.23326367084198
pose_novelty,Thin_Irregular,20,0.390625,0.23203125,71.65437659193886,97.77419380481858
pose_novelty,Thin_Irregular,21,0.390625,0.22265625,77.99873180589655,99.84249539604029
pose_novelty,Thin_Irregular,22,0.359375,0.22265625,77.81631138390675,90.3763612379772
pose_novelty,green_Pepper,15,0.390625,0.226953125,82.25980437388164,99.36103330283612
pose_novelty,green_Pepper,16,0.3515625,0.21640625,66.41960018295123,101.11341416406417
pose_novelty,green_Pepper,17,0.39453125,0.232421875,75.75357532179947,96.03987090204012
pose_novelty,green_Pepper,18,0.40625,0.23984375,77.01706110529928,100.47833962308972
pose_novelty,green_Pepper,19,0.36328125,0.21875,76.77699708011541,96.44181148402369
pose_novelty,green_Pepper,20,0.3515625,0.225,64.19018950341459,96.59137736756443
pose_novelty,green_Pepper,21,0.38671875,0.230078125,74.38004586880025,85.35834343942089
pose_novelty,green_Pepper,22,0.38671875,0.230078125,70.82758610060161,104.19725558777749
ray_gpis,Bowl,15,0.34375,0.226953125,57.00970435424112,96.00502190430072
ray_gpis,Bowl,16,0.2890625,0.19765625,50.69123622965937,66.035176470599
ray_gpis,Bowl,17,0.1796875,0.146875,19.18538984222845,30.029242530889793
ray_gpis,Bowl,18,0.10546875,0.095703125,6.702232989739524,14.195005918568517
ray_gpis,Bowl,19,0.1796875,0.141796875,36.33297286683403,51.10473665932792
ray_gpis,Bowl,20,0.23828125,0.191015625,46.07430235121437,65.2627389813525
ray_gpis,Bowl,21,0.265625,0.18046875,59.97624390952393,82.28897509985293
ray_gpis,Bowl,22,0.328125,0.20625,65.73615011079906,92.57201562268031
ray_gpis,Corner,15,0.41015625,0.240625,80.21077241529986,100.34299635645826
ray_gpis,Corner,16,0.359375,0.22578125,66.30704261387223,97.1512372261486
ray_gpis,Corner,17,0.33203125,0.213671875,63.60080082459571,94.3250634980032
ray_gpis,Corner,18,0.37890625,0.230859375,66.87787970124845,102.98736105343625
ray_gpis,Corner,19,0.390625,0.230078125,73.70361109436892,104.1493007491001
ray_gpis,Corner,20,0.3359375,0.215625,67.40337520579007,102.44216953189091
